Project	Task	SAMPLE_ALIAS	HET_HOMVAR_RATIO	PCT_GQ0_VARIANTS	TOTAL_GQ0_VARIANTS	TOTAL_HET_DEPTH	TOTAL_SNPS	NUM_IN_DB_SNP	NOVEL_SNPS	FILTERED_SNPS	PCT_DBSNP	DBSNP_TITV	NOVEL_TITV	TOTAL_INDELS	NOVEL_INDELS	FILTERED_INDELS	PCT_DBSNP_INDELS	NUM_IN_DB_SNP_INDELS	DBSNP_INS_DEL_RATIO	NOVEL_INS_DEL_RATIO	TOTAL_MULTIALLELIC_SNPS	NUM_IN_DB_SNP_MULTIALLELIC	TOTAL_COMPLEX_INDELS	NUM_IN_DB_SNP_COMPLEX_INDELS	SNP_REFERENCE_BIAS	NUM_SINGLETONS
kfdrc-harmonization/sd-46sk55a3	alignment-BS_CEW5DEZB	BS_CEW5DEZB	1.805695	0.000766	3750	102408258	3963138	3632674	330464	0	0.916616	2.045195	1.120697	835958	94512	0	0.886942	741446	0.959103	1.04421	1887	1393	86714	81074	0.536634	3151705
kfdrc-harmonization/sd-46sk55a3	alignment-BS_PNZBJSX9	BS_PNZBJSX9	1.809384	0.000781	3832	99158155	3973163	3643389	329774	0	0.917	2.045077	1.13024	838472	95261	0	0.886387	743211	0.957601	1.04977	1797	1373	85922	80267	0.535166	3161493
kfdrc-harmonization/sd-46sk55a3	alignment-BS_KPP64F1Z	BS_KPP64F1Z	1.737037	0.000737	3434	89177175	3747691	3591817	155874	0	0.958408	2.049738	1.258749	817071	79571	0	0.902614	737500	0.956924	1.123139	1385	1315	84890	80034	0.516788	2957328
kfdrc-harmonization/sd-46sk55a3	alignment-BS_TAQVXX1B	BS_TAQVXX1B	1.760271	0.000603	2634	86649539	3547759	3249412	298347	0	0.915906	2.052154	1.147138	741777	79818	0	0.892396	661959	0.953454	1.031716	1674	1186	68542	64473	0.535718	2784717
kfdrc-harmonization/sd-46sk55a3	alignment-BS_A32XF6FD	BS_A32XF6FD	1.78222	0.000962	4645	96345037	3914312	3593712	320600	0	0.918095	2.046257	1.117108	821612	89490	0	0.89108	732122	0.954342	1.040449	1746	1272	79860	74919	0.534431	3091647
kfdrc-harmonization/sd-46sk55a3	alignment-BS_J6WB4YR5	BS_J6WB4YR5	1.759592	0.000974	4713	93934293	3926009	3605608	320401	0	0.91839	2.047107	1.120499	822220	88463	0	0.89241	733757	0.954314	1.052458	1891	1402	79063	74313	0.535647	3084754
kfdrc-harmonization/sd-46sk55a3	alignment-BS_K370KDB2	BS_K370KDB2	2.164518	0.000874	4965	112135147	4609633	4305408	304225	0	0.934002	2.061432	1.246828	945637	124401	0	0.868447	821236	0.937083	1.02895	2548	2086	112206	104660	0.519438	3886104
kfdrc-harmonization/sd-46sk55a3	alignment-BS_V4B7G5E8	BS_V4B7G5E8	2.25466	0.000899	5247	121491106	4748303	4337037	411266	0	0.913387	2.057505	1.212892	959013	135427	0	0.858785	823586	0.935495	1.002262	2583	2002	112732	104642	0.530602	4041893
kfdrc-harmonization/sd-46sk55a3	alignment-BS_KE3CJKKY	BS_KE3CJKKY	2.158007	0.000868	4074	94994449	3814313	3543984	270329	0	0.929128	2.049142	1.220179	774405	101657	0	0.868729	672748	0.93483	1.012731	2235	1746	92660	86499	0.517725	3206934
kfdrc-harmonization/sd-46sk55a3	alignment-BS_A56W0J0D	BS_A56W0J0D	1.784094	0.000921	4469	96852300	3934256	3603925	330331	0	0.916037	2.047364	1.10634	825053	90835	0	0.889904	734218	0.95499	1.02888	1900	1374	80608	75566	0.5374	3108418
kfdrc-harmonization/sd-46sk55a3	alignment-BS_ESH65PA0	BS_ESH65PA0	1.759476	0.00091	4060	89480740	3619849	3304442	315407	0	0.912867	2.050559	1.078629	759471	83561	0	0.889975	675910	0.957197	1.031434	1831	1287	74093	69577	0.536626	2845924
kfdrc-harmonization/sd-46sk55a3	alignment-BS_HABB0TY5	BS_HABB0TY5	1.693468	0.000822	3863	88053043	3789177	3606851	182326	0	0.951882	2.051533	1.234908	818921	79574	0	0.902831	739347	0.956063	1.112397	1464	1326	80756	76021	0.521314	2954235
kfdrc-harmonization/sd-46sk55a3	alignment-BS_BH43DTH9	BS_BH43DTH9	1.648655	0.000932	4163	83648602	3598466	3376263	222203	0	0.938251	2.052439	1.275225	777009	80699	0	0.896141	696310	0.957456	1.113646	1456	1287	79219	74533	0.521657	2779024
kfdrc-harmonization/sd-46sk55a3	alignment-BS_B182W88H	BS_B182W88H	1.626559	0.000944	4485	87013957	3833611	3602215	231396	0	0.93964	2.047554	1.316299	825878	84900	0	0.8972	740978	0.958172	1.113097	1592	1389	82220	77319	0.520518	2942884
kfdrc-harmonization/sd-46sk55a3	alignment-BS_BM5PN7AJ	BS_BM5PN7AJ	1.594569	0.000933	4145	82621057	3577167	3372169	204998	0	0.942693	2.055154	1.312338	775904	78322	0	0.899057	697582	0.954	1.104073	1386	1231	78825	74301	0.519333	2729622
kfdrc-harmonization/sd-46sk55a3	alignment-BS_VRTE9WTW	BS_VRTE9WTW	1.771218	0.000944	4618	100653184	3966407	3630737	335670	0	0.915372	2.044464	1.08152	831281	91572	0	0.889842	739709	0.956607	1.029296	1827	1350	83158	77804	0.535651	3126716
kfdrc-harmonization/sd-46sk55a3	alignment-BS_7K6JJNHV	BS_7K6JJNHV	1.756121	0.000912	4329	92105449	3826933	3631870	195063	0	0.949029	2.053287	1.242645	823951	81921	0	0.900575	742030	0.95825	1.103397	1481	1286	84156	79248	0.520926	3023534
kfdrc-harmonization/sd-46sk55a3	alignment-BS_FJSNHMAE	BS_FJSNHMAE	1.68424	0.000958	4158	80257984	3494790	3320723	174067	0	0.950192	2.056039	1.14466	757515	74398	0	0.901787	683117	0.955982	1.105683	1405	1258	76399	71951	0.519727	2722150
kfdrc-harmonization/sd-46sk55a3	alignment-BS_68Q4HY5J	BS_68Q4HY5J	1.809386	0.000879	3999	92145290	3686907	3362769	324138	0	0.912084	2.049572	1.075572	772256	85610	0	0.889143	686646	0.955855	1.038382	1862	1345	77754	72764	0.535236	2928811
kfdrc-harmonization/sd-46sk55a3	alignment-BS_JZWFT7EM	BS_JZWFT7EM	1.709798	0.000797	3756	95447396	3816861	3492412	324449	0	0.914996	2.044658	1.1058	803239	88164	0	0.890239	715075	0.952711	1.050469	2025	1466	80699	75624	0.535857	2972923
kfdrc-harmonization/sd-46sk55a3	alignment-BS_SKWCZPKM	BS_SKWCZPKM	1.789487	0.00085	4213	102024542	4016233	3680983	335250	0	0.916526	2.045638	1.110535	842566	93815	0	0.888656	748751	0.952954	1.052261	1941	1382	85387	79867	0.534418	3178941
kfdrc-harmonization/sd-46sk55a3	alignment-BS_D6HC4FM1	BS_D6HC4FM1	1.46991	0.000843	3385	71056418	3244164	3019713	224451	0	0.930814	2.055604	1.118282	694970	71398	0	0.897265	623572	0.954189	1.096919	1602	1151	67807	63738	0.525489	2389877
kfdrc-harmonization/sd-46sk55a3	alignment-BS_EHVT4PSK	BS_EHVT4PSK	1.431156	0.000833	3869	76441588	3747146	3538826	208320	0	0.944406	2.045896	1.198164	812477	81019	0	0.900281	731458	0.951903	1.144211	1610	1367	77095	72474	0.521193	2735339
kfdrc-harmonization/sd-46sk55a3	alignment-BS_F9JA2F84	BS_F9JA2F84	1.378935	0.00091	4335	88070891	3855033	3536642	318391	0	0.917409	2.039885	1.111094	819689	88976	0	0.891452	730713	0.954834	1.077956	1818	1336	77668	72572	0.537283	2760790
kfdrc-harmonization/sd-46sk55a3	alignment-BS_4HNK4TJP	BS_4HNK4TJP	1.578185	0.000893	4184	84599754	3774655	3593989	180666	0	0.952137	2.048497	1.18552	818778	79975	0	0.902324	738803	0.95279	1.140487	1535	1411	81943	77016	0.519153	2868331
kfdrc-harmonization/sd-46sk55a3	alignment-BS_VV598DGT	BS_VV598DGT	1.774212	0.000782	3529	94697595	3656386	3337517	318869	0	0.912791	2.046842	1.088383	770040	86822	0	0.88725	683218	0.956115	1.047785	1839	1333	78079	73056	0.537303	2887464
kfdrc-harmonization/sd-46sk55a3	alignment-BS_9R5A1D1X	BS_9R5A1D1X	1.700694	0.000715	3335	86267112	3751876	3572274	179602	0	0.95213	2.050915	1.181463	816846	80413	0	0.901557	736433	0.954399	1.076889	1561	1406	82694	77935	0.518706	2935523
kfdrc-harmonization/sd-46sk55a3	alignment-BS_X8PZYC33	BS_X8PZYC33	1.726367	0.000725	3400	87534736	3775694	3590592	185102	0	0.950975	2.049977	1.177927	818866	81203	0	0.900835	737663	0.955856	1.078025	1628	1463	85070	80143	0.518602	2969924
kfdrc-harmonization/sd-46sk55a3	alignment-BS_6NN4SY05	BS_6NN4SY05	1.810153	0.000718	3121	87314539	3521387	3187492	333895	0	0.905181	2.047613	1.111228	736576	85621	0	0.883758	650955	0.957035	1.013806	1812	1314	76813	71937	0.535183	2798802
kfdrc-harmonization/sd-46sk55a3	alignment-BS_5HWVADAQ	BS_5HWVADAQ	1.835459	0.00076	3791	101606468	4043384	3681724	361660	0	0.910555	2.045828	1.115725	845924	97971	0	0.884185	747953	0.954733	1.012965	2027	1534	86632	80940	0.535618	3228440
kfdrc-harmonization/sd-46sk55a3	alignment-BS_M9H7RDN4	BS_M9H7RDN4	1.463427	0.000759	3492	79061432	3703051	3495083	207968	0	0.943839	2.050053	1.256769	807119	82623	0	0.897632	724496	0.957489	1.060784	1380	1214	78870	73863	0.522273	2731874
kfdrc-harmonization/sd-46sk55a3	alignment-BS_AKSK01RE	BS_AKSK01RE	1.803722	0.000694	3409	101516495	3979514	3647559	331955	0	0.916584	2.046271	1.115495	837569	94640	0	0.887006	742929	0.951128	1.03352	2042	1540	85932	80443	0.537262	3161516
kfdrc-harmonization/sd-46sk55a3	alignment-BS_3B24XDT4	BS_3B24XDT4	1.752729	0.000676	3293	94711799	3933882	3641128	292754	0	0.925581	2.048362	1.144592	837019	91366	0	0.890844	745653	0.955642	1.048381	1806	1360	86178	81023	0.5278	3099487
kfdrc-harmonization/sd-46sk55a3	alignment-BS_XPC9D75S	BS_XPC9D75S	1.686732	0.000673	3152	88353568	3767221	3580027	187194	0	0.95031	2.048889	1.179995	820799	82237	0	0.899809	738562	0.953878	1.111836	1612	1448	82426	77473	0.521254	2938553
kfdrc-harmonization/sd-46sk55a3	alignment-BS_8KECM161	BS_8KECM161	1.730009	0.000661	2930	83409323	3562758	3390722	172036	0	0.951713	2.060409	1.185361	778881	77703	0	0.900238	701178	0.956712	1.09872	1420	1269	78433	73853	0.520368	2807109
kfdrc-harmonization/sd-46sk55a3	alignment-BS_VGXBGM71	BS_VGXBGM71	1.797824	0.000709	3282	93102510	3747130	3421060	326070	0	0.912981	2.051107	1.067935	792671	90894	0	0.885332	701777	0.954974	1.046793	1851	1316	80310	75268	0.536455	2975709
kfdrc-harmonization/sd-46sk55a3	alignment-BS_Y6D7SBH1	BS_Y6D7SBH1	1.797912	0.000519	2531	91623075	3954364	3631920	322444	0	0.918459	2.046463	1.102859	833298	91295	0	0.890441	742003	0.956836	1.032572	1923	1410	80372	75372	0.53598	3134610
kfdrc-harmonization/sd-46sk55a3	alignment-BS_VHQ0TSVH	BS_VHQ0TSVH	1.736013	0.000682	3206	87338183	3785247	3591821	193426	0	0.9489	2.049936	1.159978	822266	82874	0	0.899213	739392	0.956074	1.098342	1517	1353	82311	77335	0.522254	2982267
kfdrc-harmonization/sd-46sk55a3	alignment-BS_E42MM8XX	BS_E42MM8XX	1.699247	0.000674	3164	87229537	3781870	3588894	192976	0	0.948973	2.052801	1.168928	822113	83131	0	0.898881	738982	0.953268	1.082909	1469	1309	83283	78264	0.52215	2957116
kfdrc-harmonization/sd-46sk55a3	alignment-BS_A2F6YN0T	BS_A2F6YN0T	1.677785	0.000617	2632	79879641	3438411	3254039	184372	0	0.946379	2.052111	1.138341	744434	73536	0	0.901219	670898	0.956444	1.09887	1538	1215	72993	68984	0.520119	2672116
kfdrc-harmonization/sd-46sk55a3	alignment-BS_WBM8YFQJ	BS_WBM8YFQJ	1.366409	0.000598	2573	75552557	3465376	3287458	177918	0	0.948658	2.047269	1.195976	759552	75640	0	0.900415	683912	0.953404	1.122632	1357	1199	72130	67661	0.523975	2486264
kfdrc-harmonization/sd-46sk55a3	alignment-BS_4J9PMEQ3	BS_4J9PMEQ3	1.800924	0.000734	3622	101508265	3997506	3656218	341288	0	0.914625	2.045831	1.146573	841348	95282	0	0.886751	746066	0.954531	1.055884	1991	1496	86172	80698	0.534565	3173983
kfdrc-harmonization/sd-46sk55a3	alignment-BS_KSABN3FM	BS_KSABN3FM	1.798628	0.000887	3957	90253886	3613467	3290393	323074	0	0.910592	2.049546	1.108095	759438	86727	0	0.885801	672711	0.954254	1.043906	1919	1385	77981	73048	0.533117	2867321
kfdrc-harmonization/sd-46sk55a3	alignment-BS_MM7B0SWQ	BS_MM7B0SWQ	1.793445	0.000779	3779	94158534	3922001	3646100	275901	0	0.929653	2.050739	1.195091	833570	88372	0	0.893984	745198	0.956285	1.087445	1833	1474	83869	78692	0.527659	3113732
kfdrc-harmonization/sd-46sk55a3	alignment-BS_E78QA3ZS	BS_E78QA3ZS	2.473931	0.00072	3941	122076955	4441666	4074966	366700	0	0.917441	2.052409	1.142815	916742	116422	0	0.873005	800320	0.950354	1.035385	2311	1803	103869	97247	0.529732	3899368
kfdrc-harmonization/sd-46sk55a3	alignment-BS_5EMJFN4H	BS_5EMJFN4H	2.325295	0.000745	4305	125991994	4697638	4279017	418621	0	0.910887	2.053766	1.166372	954272	135389	0	0.858123	818883	0.940233	1.01286	2591	2067	115218	106803	0.53186	4043105
kfdrc-harmonization/sd-46sk55a3	alignment-BS_CF1PHHVD	BS_CF1PHHVD	1.718507	0.000797	3765	88213091	3813999	3585656	228343	0	0.94013	2.049349	1.155806	818111	82574	0	0.899067	735537	0.959352	1.086625	1757	1340	80934	76202	0.523133	2985793
kfdrc-harmonization/sd-46sk55a3	alignment-BS_PDVA63SB	BS_PDVA63SB	1.753336	0.000721	3223	89090015	3595440	3418101	177339	0	0.950677	2.058681	1.185054	783905	78897	0	0.899354	705008	0.956073	1.111465	1431	1298	81903	76898	0.520311	2847414
kfdrc-harmonization/sd-46sk55a3	alignment-BS_28P17YGE	BS_28P17YGE	1.752211	0.000693	3279	96741705	3809960	3600598	209362	0	0.945049	2.052684	1.218546	825015	86041	0	0.89571	738974	0.957189	1.086854	1547	1375	86169	80745	0.522045	3012717
kfdrc-harmonization/sd-46sk55a3	alignment-BS_6FYRT3DZ	BS_6FYRT3DZ	1.691164	0.00076	3526	89971232	3734908	3554074	180834	0	0.951583	2.04931	1.117345	812307	80658	0	0.900705	731649	0.956506	1.103262	1396	1247	82618	77660	0.520875	2915977
kfdrc-harmonization/sd-46sk55a3	alignment-BS_BREEKQ61	BS_BREEKQ61	1.689169	0.000758	3313	87431194	3514205	3334564	179641	0	0.948881	2.0559	1.12744	767068	77469	0	0.899006	689599	0.954164	1.094606	1456	1308	77744	73114	0.521157	2744293
kfdrc-harmonization/sd-46sk55a3	alignment-BS_0TYYFCBF	BS_0TYYFCBF	1.753407	0.000754	3494	99386324	3748014	3423812	324202	0	0.9135	2.05336	1.069304	792318	89320	0	0.887267	702998	0.954645	1.043702	1978	1425	80427	75305	0.535441	2949549
kfdrc-harmonization/sd-46sk55a3	alignment-BS_2FDVNQQ7	BS_2FDVNQQ7	1.677377	0.000763	3325	86477137	3502471	3326120	176351	0	0.94965	2.057922	1.142262	764856	76653	0	0.899781	688203	0.956306	1.09526	1323	1155	78392	73763	0.521373	2728700
kfdrc-harmonization/sd-46sk55a3	alignment-BS_K2BJK6SZ	BS_K2BJK6SZ	1.789424	0.000745	3447	99550377	3741567	3423388	318179	0	0.914961	2.051137	1.067359	793416	89305	0	0.887442	704111	0.954686	1.050726	1748	1235	80903	75608	0.535817	2968117
kfdrc-harmonization/sd-46sk55a3	alignment-BS_028Z25J1	BS_028Z25J1	1.71474	0.000719	3160	89388988	3531599	3358334	173265	0	0.950939	2.05604	1.163217	771324	76344	0	0.901022	694980	0.954409	1.107378	1347	1200	79505	74769	0.520996	2774264
kfdrc-harmonization/sd-46sk55a3	alignment-BS_SSMSGYFM	BS_SSMSGYFM	1.742323	0.000618	2957	91664512	3858128	3611858	246270	0	0.936169	2.049384	1.172517	828668	86610	0	0.895483	742058	0.956182	1.069732	1956	1438	85508	80421	0.524493	3038713
kfdrc-harmonization/sd-46sk55a3	alignment-BS_R7TRV48T	BS_R7TRV48T	1.863728	0.000596	2943	102937350	3996514	3649845	346669	0	0.913257	2.046262	1.129443	843049	96295	0	0.885778	746754	0.954127	1.030726	1979	1451	87255	81478	0.537863	3213650
kfdrc-harmonization/sd-46sk55a3	alignment-BS_K5A84BK4	BS_K5A84BK4	1.741625	0.000615	2886	83885558	3779535	3601446	178089	0	0.952881	2.048546	1.284569	818775	79572	0	0.902816	739203	0.955191	1.10664	1470	1303	84058	79195	0.520658	2980471
kfdrc-harmonization/sd-46sk55a3	alignment-BS_ZRMVFBAZ	BS_ZRMVFBAZ	1.752185	0.000604	2914	98724509	3901232	3608799	292433	0	0.925041	2.047192	1.1338	830911	90394	0	0.891211	740517	0.950834	1.046409	1856	1323	85164	79833	0.531623	3073768
kfdrc-harmonization/sd-46sk55a3	alignment-BS_9WMBKDY4	BS_9WMBKDY4	1.78864	0.000581	2635	91251350	3667994	3363956	304038	0	0.917111	2.051155	1.122266	776594	85869	0	0.889429	690725	0.950644	1.039111	1659	1218	79312	74407	0.536793	2907836
kfdrc-harmonization/sd-46sk55a3	alignment-BS_Q0CNPB2J	BS_Q0CNPB2J	1.76502	0.000564	2744	102115126	3933488	3615890	317598	0	0.919258	2.047146	1.133994	833340	91311	0	0.890428	742029	0.951835	1.046598	1796	1328	85783	80263	0.535259	3104226
kfdrc-harmonization/sd-46sk55a3	alignment-BS_6J9YJVZK	BS_6J9YJVZK	2.214247	0.000567	2978	103634792	4244419	4009019	235400	0	0.944539	2.067246	1.3659	889383	115632	0	0.869986	773751	0.939012	1.048869	2002	1838	107891	100608	0.51812	3619318
kfdrc-harmonization/sd-46sk55a3	alignment-BS_ZZERCEH0	BS_ZZERCEH0	2.243132	0.000712	3702	107550510	4198134	3949397	248737	0	0.940751	2.065826	1.315513	879415	115566	0	0.868588	763849	0.938924	1.038381	2127	1941	108325	100923	0.518996	3595814
kfdrc-harmonization/sd-46sk55a3	alignment-BS_5NYRRF55	BS_5NYRRF55	1.698288	0.00083	3652	81603029	3539451	3360912	178539	0	0.949557	2.05848	1.163165	769846	76523	0	0.9006	693323	0.954377	1.086744	1509	1332	78711	74167	0.52062	2768067
kfdrc-harmonization/sd-46sk55a3	alignment-BS_1X7QE5N4	BS_1X7QE5N4	1.757469	0.000825	3723	92443309	3654534	3335446	319088	0	0.912687	2.048661	1.084357	769596	86235	0	0.887948	683361	0.951384	1.034948	1965	1424	76474	71712	0.535906	2875140
kfdrc-harmonization/sd-46sk55a3	alignment-BS_TBVJWVMS	BS_TBVJWVMS	1.784397	0.000627	2477	80731168	3212415	2930494	281921	0	0.91224	2.051949	1.091138	668350	73081	0	0.890655	595269	0.955144	1.041654	1562	1070	64280	60348	0.535372	2533498
kfdrc-harmonization/sd-46sk55a3	alignment-BS_D9G19B3Q	BS_D9G19B3Q	1.714331	0.000683	3198	90857479	3774078	3592747	181331	0	0.951954	2.053522	1.243779	818710	79991	0	0.902296	738719	0.959191	1.115884	1398	1245	82422	77498	0.520663	2958860
kfdrc-harmonization/sd-46sk55a3	alignment-BS_46915WXQ	BS_46915WXQ	1.698713	0.000667	3120	89842226	3768443	3582336	186107	0	0.950614	2.050614	1.230563	817882	81124	0	0.900812	736758	0.956772	1.092551	1481	1305	81921	77014	0.520292	2944586
kfdrc-harmonization/sd-46sk55a3	alignment-BS_2X0AJCDG	BS_2X0AJCDG	1.767647	0.000626	3055	100562669	3952432	3623702	328730	0	0.916828	2.047435	1.121783	834584	93011	0	0.888554	741573	0.955873	1.039894	2003	1439	83076	77682	0.535427	3117211
kfdrc-harmonization/sd-46sk55a3	alignment-BS_X2C27Y8A	BS_X2C27Y8A	1.719956	0.000665	3117	89994612	3768805	3597524	171281	0	0.954553	2.050057	1.253816	822080	80673	0	0.901867	741407	0.954966	1.115292	1413	1250	83974	79100	0.519362	2962422
kfdrc-harmonization/sd-46sk55a3	alignment-BS_XDW1DV95	BS_XDW1DV95	2.308153	0.000708	3551	107751297	4070062	3737971	332091	0	0.918406	2.056015	1.222906	832699	110227	0	0.867627	722472	0.942124	1.021327	2273	1779	103585	96324	0.528092	3501798
kfdrc-harmonization/sd-46sk55a3	alignment-BS_TW769R6W	BS_TW769R6W	2.517257	0.00071	3811	107430563	4363431	3985909	377522	0	0.91348	2.058121	1.163078	888973	114298	0	0.871427	774675	0.942778	1.013423	2394	1848	100238	93862	0.532215	3839579
kfdrc-harmonization/sd-46sk55a3	alignment-BS_89DYPC32	BS_89DYPC32	2.34828	0.000646	3320	113716005	4157946	3868670	289276	0	0.930428	2.058697	1.251385	864142	113691	0	0.868435	750451	0.942734	1.02103	2157	1836	105577	98331	0.523002	3605268
kfdrc-harmonization/sd-46sk55a3	alignment-BS_3KEGBEXQ	BS_3KEGBEXQ	1.738549	0.000708	3379	91215196	3849875	3611399	238476	0	0.938056	2.049406	1.189239	827098	86006	0	0.896015	741092	0.956524	1.063979	1849	1408	83867	78772	0.522975	3029062
kfdrc-harmonization/sd-46sk55a3	alignment-BS_PZ3WMEEF	BS_PZ3WMEEF	1.79903	0.000657	3228	102574558	3979767	3635454	344313	0	0.913484	2.044417	1.135447	838267	94985	0	0.886689	743282	0.952804	1.028034	2001	1452	85580	79914	0.5371	3158713
kfdrc-harmonization/sd-46sk55a3	alignment-BS_E572P2PA	BS_E572P2PA	1.785874	0.000646	2932	93707762	3674523	3353563	320960	0	0.912653	2.050391	1.116885	774493	87188	0	0.887426	687305	0.952455	1.026214	1889	1397	79424	74487	0.535529	2909489
kfdrc-harmonization/sd-46sk55a3	alignment-BS_ZCJEVJ27	BS_ZCJEVJ27	1.804621	0.000672	3029	91443902	3649101	3335561	313540	0	0.914077	2.048407	1.109846	770865	86932	0	0.887228	683933	0.952449	1.025065	1732	1256	78893	73967	0.535314	2901184
kfdrc-harmonization/sd-46sk55a3	alignment-BS_S6TYDEV6	BS_S6TYDEV6	1.769816	0.000586	2851	91565270	3938655	3613287	325368	0	0.917391	2.046896	1.134288	831669	92071	0	0.889294	739598	0.953368	1.02813	1987	1408	84465	79186	0.536583	3108745
kfdrc-harmonization/sd-46sk55a3	alignment-BS_YQV6DK4K	BS_YQV6DK4K	1.727235	0.000545	2658	98085500	3946967	3629128	317839	0	0.919473	2.047321	1.15201	834160	91697	0	0.890073	742463	0.953732	1.045621	2101	1487	85018	79579	0.536137	3088633
kfdrc-harmonization/sd-46sk55a3	alignment-BS_XTF30G0S	BS_XTF30G0S	1.84139	0.000619	3067	100600523	4010944	3658436	352508	0	0.912113	2.045742	1.121153	843662	97199	0	0.884789	746463	0.9538	1.031709	2104	1521	87513	81883	0.535941	3210180
kfdrc-harmonization/sd-46sk55a3	alignment-BS_CPJ6E7HY	BS_CPJ6E7HY	1.84485	0.000609	3011	102086268	4003277	3657896	345381	0	0.913725	2.046541	1.138847	842574	96098	0	0.885947	746476	0.951729	1.032874	2155	1562	87603	82024	0.535567	3206568
kfdrc-harmonization/sd-46sk55a3	alignment-BS_4PWAY4VE	BS_4PWAY4VE	1.793686	0.000594	2610	87134318	3561820	3249393	312427	0	0.912284	2.045203	1.160764	747855	84108	0	0.887534	663747	0.954686	1.040416	1790	1333	76315	71390	0.534235	2822040
kfdrc-harmonization/sd-46sk55a3	alignment-BS_TSZKFVZZ	BS_TSZKFVZZ	2.338568	0.000534	3090	126667100	4693478	4303580	389898	0	0.916928	2.055969	1.224214	957648	132602	0	0.861534	825046	0.938156	1.008391	2649	2035	117352	109031	0.530739	4050537
kfdrc-harmonization/sd-46sk55a3	alignment-BS_Y2HEPXB1	BS_Y2HEPXB1	2.270956	0.000525	3090	124303373	4776119	4357514	418605	0	0.912355	2.056845	1.225853	971371	141513	0	0.854316	829858	0.93469	0.996149	2743	2104	121805	112727	0.531392	4084964
kfdrc-harmonization/sd-46sk55a3	alignment-BS_1YDE73ED	BS_1YDE73ED	1.761131	0.000635	3095	94877391	3940070	3640857	299213	0	0.924059	2.046487	1.172051	837001	92237	0	0.889801	744764	0.95373	1.052128	1911	1472	86467	80972	0.530821	3109052
kfdrc-harmonization/sd-46sk55a3	alignment-BS_YXT38QYB	BS_YXT38QYB	1.767912	0.00072	3298	96843763	3708555	3376111	332444	0	0.910358	2.053571	1.063255	784255	89633	0	0.885709	694622	0.95327	1.026291	1970	1424	79768	74639	0.538772	2927526
kfdrc-harmonization/sd-46sk55a3	alignment-BS_R5RJ23AF	BS_R5RJ23AF	2.199127	0.000677	3400	108914302	4069101	3701647	367454	0	0.909697	2.057014	1.114965	844956	105176	0	0.875525	739780	0.949586	1.017107	2095	1534	93351	87294	0.53585	3450511
kfdrc-harmonization/sd-46sk55a3	alignment-BS_NQG6Z1FC	BS_NQG6Z1FC	2.025546	0.000833	4157	103089484	4025643	3790912	234731	0	0.941691	2.053609	1.21146	855514	93840	0	0.890312	761674	0.95243	1.086075	1684	1443	96313	90453	0.523657	3340280
kfdrc-harmonization/sd-46sk55a3	alignment-BS_EDW7XVKZ	BS_EDW7XVKZ	2.237833	0.000685	3557	108574708	4191457	3961132	230325	0	0.945049	2.056064	1.268474	889645	102818	0	0.884428	786827	0.947539	1.076586	1856	1702	101178	94771	0.518484	3590118
kfdrc-harmonization/sd-46sk55a3	alignment-BS_YRMKBYA6	BS_YRMKBYA6	1.744806	0.000728	3235	87008414	3578392	3394885	183507	0	0.948718	2.055526	1.146758	777201	77951	0	0.899703	699250	0.954823	1.11255	1472	1295	80433	75620	0.521042	2826310
kfdrc-harmonization/sd-46sk55a3	alignment-BS_1Z4PCGAY	BS_1Z4PCGAY	1.7283	0.000761	3573	89551295	3784938	3586847	198091	0	0.947663	2.048036	1.171122	816672	81666	0	0.900001	735006	0.955989	1.104197	1570	1369	84202	79190	0.522619	2974995
kfdrc-harmonization/sd-46sk55a3	alignment-BS_SGH4QHMQ	BS_SGH4QHMQ	1.838435	0.000754	3712	103139795	3988254	3646550	341704	0	0.914322	2.046385	1.089575	838715	94481	0	0.88735	744234	0.951731	1.048591	1988	1450	85994	80476	0.534971	3189451
kfdrc-harmonization/sd-46sk55a3	alignment-BS_VGAVMJZM	BS_VGAVMJZM	1.765279	0.00084	4066	89762921	3931056	3612866	318190	0	0.919057	2.04593	1.132141	821618	88692	0	0.892052	732926	0.954725	1.04581	1899	1427	78466	73758	0.535618	3090539
kfdrc-harmonization/sd-46sk55a3	alignment-BS_2S2BZRSJ	BS_2S2BZRSJ	2.308086	0.000869	4933	113868037	4612336	4255220	357116	0	0.922574	2.057363	1.204352	939136	124525	0	0.867405	814611	0.939218	1.03912	2548	2029	110097	102972	0.524479	3959842
kfdrc-harmonization/sd-46sk55a3	alignment-BS_D6J1V2Z1	BS_D6J1V2Z1	2.27281	0.000777	4176	107163588	4371695	3993963	377732	0	0.913596	2.061498	1.196857	885479	119873	0	0.864624	765606	0.937684	1.012643	2556	1970	101927	95007	0.528576	3730550
kfdrc-harmonization/sd-46sk55a3	alignment-BS_RDFQHEA1	BS_RDFQHEA1	2.25055	0.000869	4797	94309174	4478362	4228234	250128	0	0.944147	2.060407	1.353326	925986	114719	0	0.876112	811267	0.942136	1.056633	2135	1954	106140	99375	0.518035	3823973
